#18 ONUs
# id src init_time waited_time freq processed_time
0 14 0.004151804493154685 0.0017481955068453176 0 0.0067000000000000046
0 9 0.00978384059858697 0.0018161594014130152 0 0.01239999999999998
0 8 0.017474585902695575 0.0018254140973043634 0 0.020099999999999934
0 2 0.01888028931753217 0.0018197106824677615 0 0.021499999999999925
1 8 0.02729899977532707 0.0018010002246728087 0 0.029899999999999875
1 9 0.03895203998200736 0.0017479600179927807 0 0.04150000000000016
2 8 0.039057146715004536 0.0019428532849956118 0 0.04220000000000018
0 15 0.03978673359160177 0.0018132664083983924 0 0.043000000000000205
1 2 0.05180797211054221 0.0017920278894583003 0 0.05440000000000053
0 10 0.05202907512385935 0.0018709248761411695 0 0.05510000000000055
3 8 0.05569285370532995 0.0018071462946706723 0 0.05830000000000064
0 6 0.060280047779704374 0.001819952220296378 0 0.06290000000000077
0 17 0.06072956201843629 0.0017704379815644752 0 0.0636000000000008
0 4 0.06541724795024659 0.0017827520497543103 0 0.06800000000000092
0 13 0.06613488853635649 0.0017651114636444282 1 0.06870000000000094
1 15 0.06752099084031293 0.0017790091596880248 0 0.07010000000000098
2 2 0.08381864475306627 0.0017813552469351512 0 0.08640000000000145
0 7 0.08733112280011174 0.0017688771998897873 1 0.08990000000000155
1 4 0.0901569468503888 0.0017430531496128027 0 0.09270000000000163
1 10 0.09232071619361511 0.0017792838063865613 0 0.09490000000000169
0 5 0.09622762015217415 0.001772379847827632 1 0.0988000000000018
4 8 0.09997983966878107 0.0018201603312208159 0 0.10260000000000191
0 16 0.10991742499270281 0.001782575007299364 1 0.1125000000000022
1 7 0.11207716150839755 0.0018228384916046808 1 0.11470000000000226
1 16 0.12208115362909082 0.001818846370911703 1 0.12470000000000254
2 9 0.12331680319270803 0.0017831968072945098 0 0.12590000000000245
2 15 0.13397405312627414 0.0018259468737272244 0 0.13660000000000128
1 17 0.13638259741790748 0.001817402582093619 0 0.139000000000001
0 3 0.144585012050418 0.0018149879495822085 1 0.1472000000000001
5 8 0.14697096748895977 0.0018290325110401628 0 0.14959999999999984
1 14 0.15069653284256032 0.0018034671574392036 0 0.15329999999999944
2 7 0.15385061687772214 0.0017493831222770428 1 0.1563999999999991
1 5 0.15408052551936657 0.0019194744806325659 1 0.157199999999999
3 2 0.1571838717934605 0.0018161282065383144 0 0.15979999999999872
4 2 0.16519829285063325 0.001801707149364673 0 0.16779999999999784
0 12 0.16713571582513492 0.0017642841748627958 1 0.16969999999999763
6 8 0.16736332225644787 0.0017366777435498248 0 0.1698999999999976
3 7 0.17863491342254278 0.0017650865774536673 1 0.18119999999999636
2 17 0.18295687440468295 0.0017431255953130331 0 0.1854999999999959
2 5 0.2062585480124474 0.0017414519875460222 1 0.20879999999999332
0 11 0.20862131150082028 0.0017786884991728702 1 0.21119999999999306
1 13 0.21141080317843064 0.0017891968215622 1 0.21399999999999275
0 1 0.2121314709746545 0.0017685290253382502 1 0.21479999999999266
7 8 0.21251059992302118 0.0017894000769715368 0 0.21509999999999263
3 5 0.2169197293573243 0.001780270642667947 1 0.21949999999999215
2 14 0.22055712143269335 0.0017428785672984892 0 0.22309999999999175
1 1 0.22074249005683347 0.0019575099431583254 1 0.22339999999999172
3 9 0.22495769431711177 0.0017423056828795858 0 0.22749999999999126
0 0 0.2323718740063779 0.0018281259936126226 1 0.23499999999999044
4 5 0.2361525000335143 0.0017474999664758295 1 0.23869999999999003
5 2 0.23731677998404319 0.0017832200159468015 0 0.2398999999999899
2 4 0.24692818427957766 0.0017718157204112683 0 0.24949999999998884
2 16 0.24714222998347324 0.0019577700165156475 1 0.2497999999999888
2 1 0.2572734775706617 0.0018265224293260718 1 0.2598999999999877
2 10 0.267755042824069 0.0017449571759176608 0 0.27029999999998655
1 11 0.2744964712354816 0.001803528764504292 1 0.2770999999999858
1 12 0.2759021530434621 0.00179784695652363 1 0.27849999999998565
3 17 0.28548481236407475 0.0018151876359099317 0 0.2880999999999846
2 12 0.28889384891492 0.0018061510850643225 1 0.2914999999999842
3 14 0.2961238876159484 0.0017761123840351334 0 0.2986999999999834
2 11 0.3115445759793607 0.0017554240206211214 1 0.3140999999999817
3 1 0.32068807301954794 0.0018119269804328653 1 0.3232999999999807
3 15 0.3217343857233952 0.0017656142765855032 0 0.3242999999999806
3 4 0.3224976451678324 0.0018023548321481897 0 0.3250999999999805
4 15 0.330629215091591 0.0017707849083887228 0 0.3331999999999796
2 13 0.3324905266817722 0.0018094733182072997 1 0.3350999999999794
6 2 0.3330014442547083 0.0017985557452711576 0 0.33559999999997936
1 3 0.3346797940049714 0.001820205995007873 1 0.33729999999997917
3 12 0.3373540726448387 0.0017459273551402865 1 0.3398999999999789
4 4 0.3415550766951152 0.0017449233048633106 0 0.3440999999999784
3 13 0.35780287002165123 0.0017971299783254846 1 0.36039999999997663
7 2 0.3587500862659965 0.0017499137339800908 0 0.36129999999997653
1 6 0.36348260271522537 0.0018173972847507214 0 0.366099999999976
1 0 0.36666768149904283 0.0018323185009329057 1 0.36929999999997565
3 11 0.3751050076761896 0.0017949923237852161 1 0.3776999999999747
4 13 0.37983126074237983 0.001768739257594465 1 0.3823999999999742
8 8 0.3892685233066955 0.001831476693277767 0 0.39189999999997316
4 12 0.39286987645702587 0.001830123542946982 1 0.39549999999997276
5 13 0.3929207219716958 0.0021792780282769986 1 0.3962999999999727
5 4 0.40755606429145297 0.0017439357085182738 0 0.41009999999997115
4 9 0.41164857007137085 0.0017514299285999457 0 0.4141999999999707
2 3 0.41429592205575555 0.0018040779442149435 1 0.4168999999999704
8 2 0.4197888227470206 0.0018111772529492698 0 0.4223999999999698
3 10 0.43427697013033617 0.00182302986963212 0 0.4368999999999682
9 2 0.4430428328573408 0.0017571671426265256 0 0.44559999999996724
9 8 0.4577844329865528 0.0018155670134128998 0 0.4603999999999656
10 2 0.4604734592103504 0.0018265407896150276 0 0.4630999999999653
4 1 0.46287970310031845 0.0018202968996466895 1 0.46549999999996505
5 15 0.4676420843847774 0.0017579156151872333 0 0.47019999999996454
4 10 0.47207640819594177 0.001823591804022362 0 0.47469999999996404
2 0 0.47485018574366 0.0017498142563038277 1 0.47739999999996374
10 8 0.4761372334901886 0.0017627665097750822 0 0.4786999999999636
6 4 0.4866607515021525 0.001739248497810042 0 0.48919999999996244
4 7 0.4963726362040066 0.0018273637959548283 1 0.49899999999996136
5 10 0.5063529307846161 0.001747069215344288 0 0.5088999999999603
5 7 0.507481487038175 0.001818512961785257 1 0.5100999999999601
5 1 0.5100361431172551 0.0017638568827048617 1 0.5125999999999599
6 10 0.5123955257251173 0.001804474274842427 0 0.5149999999999596
7 10 0.517011756337539 0.0017882436624201414 0 0.5195999999999591
4 11 0.5360376547490378 0.0017623452509193394 1 0.538599999999957
6 1 0.5423620639361757 0.0017379360637806984 1 0.5448999999999563
5 12 0.5458717570182865 0.0018282429816695034 1 0.5484999999999559
3 0 0.5498143185562179 0.0017856814437376967 1 0.5523999999999555
7 4 0.5608345066779719 0.001765493321982503 0 0.5633999999999543
3 3 0.5610175117023188 0.0019824882976354763 1 0.5636999999999542
11 2 0.5921929012699374 0.001807098730013501 0 0.5947999999999508
4 17 0.5992159102856577 0.0017840897142924472 0 0.60179999999995
5 17 0.6070990644652555 0.0018009355346937372 0 0.6096999999999492
5 11 0.6161773145638169 0.0018226854361313993 1 0.6187999999999482
4 3 0.6171254975090701 0.0017745024908780715 1 0.6196999999999481
2 6 0.6237761509347122 0.0018238490652352501 0 0.6263999999999473
6 13 0.6487770082818907 0.0018229917180540012 1 0.6513999999999446
7 1 0.6489820275341475 0.0020179724657971576 1 0.6521999999999445
5 9 0.6622682870682385 0.0018317129317046987 0 0.6648999999999431
6 15 0.6657943360808198 0.0018056639191229573 0 0.6683999999999427
6 12 0.6701244989203663 0.001775501079576025 1 0.6726999999999422
8 10 0.6753504065326309 0.0017495934673108504 0 0.6778999999999417
4 14 0.678720307764737 0.0017796922352043554 0 0.6812999999999413
6 11 0.691870873669672 0.0018291263302678828 1 0.6944999999999398
7 15 0.6923576427562138 0.001742357243726067 0 0.6948999999999398
5 5 0.706988880676559 0.0018111193233792955 1 0.7095999999999382
7 11 0.7076027916471456 0.001797208352792623 1 0.7103999999999381
4 0 0.7098137203762975 0.0017862796236404188 1 0.7123999999999379
6 5 0.7112602475511471 0.0017397524487906546 1 0.7137999999999377
3 6 0.7124442352818963 0.0017557647180413971 0 0.7149999999999376
3 16 0.7189171259011231 0.0017828740988138359 1 0.7214999999999369
6 9 0.719556209267597 0.0017437907323398782 0 0.7220999999999368
8 11 0.7314832466585551 0.0018167533413804282 1 0.7340999999999355
5 14 0.733674941521984 0.0018250584779513357 0 0.7362999999999352
7 12 0.7374203564529035 0.0017796435470314176 1 0.7399999999999348
11 8 0.7659756726991481 0.0018243273007836347 0 0.7685999999999317
8 15 0.7715037581544127 0.0017962418455184093 0 0.7740999999999311
4 16 0.773837594908276 0.0017624050916549283 1 0.7763999999999308
4 6 0.77420165988173 0.001798340118200903 0 0.7767999999999308
12 8 0.7877063999247874 0.0017936000751419545 0 0.7902999999999293
5 3 0.7930069674848663 0.0017930325150624649 1 0.7955999999999287
13 8 0.7962402224771306 0.0017597775227978785 0 0.7987999999999283
6 3 0.8046256557762878 0.0017743442236397566 1 0.8071999999999274
8 4 0.8081311738298539 0.0017688261700732344 0 0.810699999999927
9 11 0.8088238039596858 0.0017761960402412624 1 0.811399999999927
7 13 0.8115699883577181 0.0018300116422086399 1 0.8141999999999266
6 7 0.8160400138470746 0.001759986152851667 1 0.8185999999999262
12 2 0.8324022481208163 0.0017977518791081337 0 0.8349999999999244
9 10 0.8356458919116576 0.0017541080882664817 0 0.838199999999924
13 2 0.8376394777837751 0.0017605222161487522 0 0.8401999999999238
5 6 0.8427328007708211 0.0017671992291021787 0 0.8452999999999232
7 5 0.8489436704449106 0.0017563295550120372 1 0.8514999999999225
6 17 0.8620476570302542 0.0017523429696669757 0 0.8645999999999211
5 16 0.8688945836827973 0.0018054163171231652 1 0.8714999999999203
8 1 0.8889308930218016 0.001769106978116608 1 0.8914999999999181
8 13 0.9150288951986615 0.0017711048012538644 1 0.9175999999999153
10 10 0.9252636308041823 0.001736369195731946 0 0.9277999999999141
14 2 0.9305572774561346 0.0017427225437790517 0 0.9330999999999136
9 4 0.9308045679927587 0.001895432007154918 0 0.9338999999999135
11 10 0.9325743324091862 0.0018256675907272202 0 0.9351999999999133
5 0 0.937506426693906 0.0017935733060068237 1 0.9400999999999128
14 8 0.939674413549062 0.0018255864508506248 0 0.9422999999999125
7 17 0.9485924405005011 0.0018075594994105826 0 0.9511999999999116
6 6 0.9503412377774982 0.0017587622224132238 0 0.9528999999999114
9 1 0.9517858512302644 0.0019141487696469062 1 0.9544999999999112
10 1 0.9616376462471168 0.001762353752793433 1 0.9641999999999101
7 3 0.9662515608094278 0.001748439190481954 1 0.9687999999999096
15 2 0.9724451893419013 0.001754810658007755 0 0.9749999999999089
6 0 0.99284668440347 0.0017533155964367664 1 0.9953999999999067
9 15 0.9931363224534409 0.0017636775464658916 0 0.9956999999999067
7 0 0.9957383544648293 0.0017616455350771831 1 0.9982999999999064
11 1 0.9996582062954212 0.0017417937044849063 1 1.002199999999906
7 7 1.0089657707301483 0.0017342292697568595 1 1.011499999999905
6 14 1.0244089427753234 0.0017910572245800616 0 1.0269999999999033
10 11 1.027870527614455 0.00182947238544795 1 1.030499999999903
7 9 1.0300783562914728 0.0018216437084299653 0 1.0326999999999027
7 6 1.0447270789509033 0.0017729210489978442 0 1.047299999999901
8 7 1.0599400311480842 0.0017599688518152856 1 1.0624999999998994
8 3 1.0748803666731626 0.0018196333267352927 1 1.0774999999998978
15 8 1.0793889269872547 0.0018110730126426056 0 1.0819999999998973
8 6 1.094426529904621 0.0017734700952747318 0 1.0969999999998956
7 14 1.0969273260103947 0.0017726739895007615 0 1.0994999999998953
9 3 1.0994943782379019 0.0018056217619932813 1 1.102099999999895
8 17 1.1122283392165564 0.0017716607833373477 0 1.1147999999998937
12 10 1.1122813632995563 0.0021186367003374063 0 1.1155999999998936
16 2 1.1273886779219908 0.0018113220779012451 0 1.129999999999892
9 7 1.1325143083413822 0.0017856916585092808 1 1.1350999999998914
9 13 1.153109630663507 0.0017903693363823248 1 1.1556999999998891
11 11 1.1576065327438694 0.0017934672560193654 1 1.1601999999998887
12 1 1.1612990375636323 0.0018009624362560483 1 1.1638999999998882
9 17 1.167651674032117 0.0017483259677706364 0 1.1701999999998876
9 6 1.171330392559712 0.0017696074401751805 0 1.1738999999998871
13 1 1.1798020322270155 0.0017979677728707788 1 1.1823999999998862
13 10 1.180583098327141 0.0018169016727451748 0 1.1831999999998861
10 13 1.191384292566811 0.0018157074330740208 1 1.193999999999885
10 7 1.1931873645004836 0.0018126354994012495 1 1.1957999999998847
